Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses,month,date,year
925,05/01/2013,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,240,-40,-140,200,195,1952,-32,64,-196.0,162,102,05,01,2013
775,05/01/2013,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,100,150,40,250,121,788,168,109,35.0,286,133,05,01,2013
702,05/01/2013,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,160,240,160,400,195,956,270,64,221.0,461,102,05,01,2013
702,05/01/2013,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,100,170,120,270,127,671,185,40,167.0,309,60,05,01,2013
775,05/01/2013,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,170,240,170,410,263,1433,349,86,319.0,607,110,05,01,2013
775,05/01/2013,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,170,180,120,350,260,1559,261,72,226.0,516,90,05,01,2013
702,05/01/2013,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,170,-170,-250,0,265,3742,-265,100,-524.0,18,124,05,01,2013
775,05/01/2013,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,645,43,0,43.0,43,11,05,01,2013
775,05/01/2013,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,30,20,40,20,829,29,5,18.0,49,15,05,01,2013
702,05/01/2013,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,30,20,40,20,784,29,5,18.0,49,15,05,01,2013
702,05/01/2013,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,60,20,100,36,212,45,13,-1.0,80,43,05,01,2013
775,05/01/2013,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,30,50,30,80,31,976,37,9,8.0,67,29,05,01,2013
503,05/01/2013,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,40,40,60,30,794,45,8,36.0,74,18,05,01,2013
541,05/01/2013,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,30,50,30,80,43,602,56,14,41.0,98,24,05,01,2013
503,05/01/2013,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,10,20,20,30,20,464,29,5,17.0,49,16,05,01,2013
503,05/01/2013,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,60,90,50,150,94,697,141,31,109.0,233,58,05,01,2013
541,05/01/2013,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,70,110,70,180,114,555,159,35,139.0,271,54,05,01,2013
541,05/01/2013,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,50,60,20,110,53,361,65,20,15.0,117,50,05,01,2013
971,05/01/2013,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,40,70,40,110,52,361,71,17,37.0,122,41,05,01,2013
541,05/01/2013,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,140,140,90,280,149,1156,149,41,115.0,295,61,05,01,2013
971,05/01/2013,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,60,100,40,160,53,458,75,48,-3.0,127,72,05,01,2013
971,05/01/2013,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,60,80,30,140,48,422,68,15,11.0,115,56,05,01,2013
971,05/01/2013,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,50,70,40,120,42,384,61,13,35.0,102,33,05,01,2013
509,05/01/2013,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,90,150,100,240,110,1020,165,36,135.0,273,62,05,01,2013
206,05/01/2013,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,50,50,80,40,793,59,11,50.0,98,21,05,01,2013
425,05/01/2013,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,30,50,30,80,48,351,82,14,61.0,129,35,05,01,2013
425,05/01/2013,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,20,50,30,70,45,410,65,14,37.0,109,35,05,01,2013
206,05/01/2013,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,40,60,10,100,64,551,90,58,3.0,153,82,05,01,2013
206,05/01/2013,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,40,60,40,100,48,599,62,15,47.0,109,26,05,01,2013
360,05/01/2013,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,70,20,120,58,338,72,22,22.0,129,52,05,01,2013
206,05/01/2013,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,70,90,60,160,78,995,92,24,65.0,168,42,05,01,2013
253,05/01/2013,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,80,130,90,210,71,373,104,22,80.0,173,43,05,01,2013
253,05/01/2013,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,110,160,60,270,92,599,129,83,22.0,219,105,05,01,2013
720,06/01/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,120,140,90,260,149,1245,149,41,115.0,295,61,06,01,2013
303,06/01/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,30,60,10,90,44,496,63,40,-10.0,106,65,06,01,2013
720,06/01/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,60,30,100,50,397,68,16,33.0,117,41,06,01,2013
970,06/01/2013,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,60,20,100,51,396,64,19,15.0,114,49,06,01,2013
719,06/01/2013,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,40,60,30,100,53,1028,64,16,37.0,116,34,06,01,2013
970,06/01/2013,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,50,30,80,43,597,56,14,40.0,98,25,06,01,2013
303,06/01/2013,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,100,170,140,270,94,562,136,26,137.0,228,34,06,01,2013
970,06/01/2013,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,60,90,50,150,54,641,81,17,46.0,134,45,06,01,2013
719,06/01/2013,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,110,170,130,280,113,897,163,31,167.0,274,39,06,01,2013
970,06/01/2013,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,80,110,80,190,83,574,107,27,94.0,188,36,06,01,2013
720,06/01/2013,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,130,180,140,310,123,947,178,34,182.0,298,43,06,01,2013
630,06/01/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,90,150,130,240,113,897,163,31,167.0,274,39,06,01,2013
773,06/01/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,90,60,160,83,574,107,27,92.0,188,37,06,01,2013
630,06/01/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,100,160,140,260,123,947,178,34,184.0,298,42,06,01,2013
618,06/01/2013,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,80,120,90,200,94,562,136,26,137.0,228,34,06,01,2013
309,06/01/2013,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,40,70,30,110,54,641,81,17,46.0,134,45,06,01,2013
773,06/01/2013,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,310,430,300,740,272,1616,362,89,333.0,628,113,06,01,2013
309,06/01/2013,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,300,310,210,610,260,1715,261,72,226.0,516,90,06,01,2013
312,06/01/2013,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,210,290,190,500,200,1095,278,66,230.0,474,103,06,01,2013
815,06/01/2013,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,140,220,160,360,141,764,204,45,186.0,342,64,06,01,2013
563,06/01/2013,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,230,320,230,550,272,1616,362,89,333.0,628,113,06,01,2013
712,06/01/2013,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,120,180,140,300,141,764,204,45,188.0,342,63,06,01,2013
563,06/01/2013,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,220,230,150,450,260,1715,261,72,226.0,516,90,06,01,2013
515,06/01/2013,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,230,300,180,530,271,1714,332,102,272.0,598,126,06,01,2013
563,06/01/2013,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,40,30,60,21,798,32,5,21.0,53,16,06,01,2013
563,06/01/2013,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,602,43,0,43.0,43,11,06,01,2013
319,06/01/2013,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,40,30,60,23,843,35,6,25.0,57,16,06,01,2013
641,06/01/2013,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,30,40,20,70,32,996,38,9,11.0,69,28,06,01,2013
515,06/01/2013,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,22,608,30,7,15.0,52,18,06,01,2013
816,06/01/2013,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,40,70,20,110,52,313,73,47,-6.0,124,72,06,01,2013
314,06/01/2013,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,90,30,0,120,116,1142,25,35,-46.0,140,54,06,01,2013
816,06/01/2013,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,50,20,80,41,239,55,13,19.0,95,38,06,01,2013
660,06/01/2013,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,30,30,-10,60,35,204,43,13,-4.0,77,43,06,01,2013
816,06/01/2013,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,30,40,0,70,36,236,46,13,0.0,81,43,06,01,2013
314,06/01/2013,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,40,60,40,100,37,876,55,10,46.0,91,20,06,01,2013
636,06/01/2013,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,40,60,40,100,36,828,53,10,43.0,88,20,06,01,2013
573,06/01/2013,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,90,40,170,76,580,93,28,43.0,167,58,06,01,2013
660,06/01/2013,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,80,50,140,65,1042,77,20,48.0,141,39,06,01,2013
216,06/01/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,20,20,30,18,478,26,5,12.0,44,16,06,01,2013
513,06/01/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,30,30,50,24,856,36,6,25.0,59,17,06,01,2013
330,06/01/2013,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,90,150,90,240,111,767,167,36,137.0,276,63,06,01,2013
567,06/01/2013,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,100,140,90,240,118,636,164,36,145.0,279,55,06,01,2013
440,06/01/2013,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,170,180,120,350,149,1245,149,41,115.0,295,61,06,01,2013
740,06/01/2013,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,50,80,30,130,51,396,64,19,17.0,114,48,06,01,2013
513,06/01/2013,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,50,70,40,120,50,397,68,16,33.0,117,41,06,01,2013
234,06/01/2013,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,40,50,20,90,38,414,55,12,26.0,92,33,06,01,2013
234,06/01/2013,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,40,70,20,110,44,496,63,40,-8.0,106,64,06,01,2013
414,06/01/2013,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,70,50,110,47,371,78,14,55.0,124,35,06,01,2013
715,06/01/2013,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,50,70,60,120,59,842,85,16,80.0,143,25,06,01,2013
262,06/01/2013,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,50,20,80,40,443,59,12,33.0,98,33,06,01,2013
414,06/01/2013,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,40,70,10,110,53,597,75,48,-3.0,127,72,06,01,2013
715,06/01/2013,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,90,110,70,200,81,1046,96,25,69.0,175,43,06,01,2013
414,06/01/2013,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,70,50,120,48,593,62,15,47.0,109,26,06,01,2013
715,06/01/2013,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,70,20,130,59,377,74,22,26.0,132,51,06,01,2013
262,06/01/2013,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,110,160,50,270,110,665,154,100,33.0,262,121,06,01,2013
262,06/01/2013,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,90,130,90,220,91,533,121,30,87.0,210,54,06,01,2013
475,06/01/2013,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,30,20,50,20,804,31,5,21.0,51,15,06,01,2013
860,06/01/2013,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,50,80,40,130,76,580,93,28,44.0,167,57,06,01,2013
959,06/01/2013,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,40,70,50,110,65,1042,77,20,50.0,141,38,06,01,2013
203,06/01/2013,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,30,60,40,90,37,876,55,10,46.0,91,20,06,01,2013
959,06/01/2013,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,80,140,100,220,92,1102,140,30,109.0,230,57,06,01,2013
860,06/01/2013,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,50,70,10,120,53,597,75,48,-3.0,127,72,06,01,2013
959,06/01/2013,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,60,30,100,46,367,62,15,26.0,107,40,06,01,2013
239,06/01/2013,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,60,90,70,150,59,842,85,16,80.0,143,25,06,01,2013
239,06/01/2013,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,50,30,80,48,593,62,15,48.0,109,25,06,01,2013
754,06/01/2013,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,60,30,100,59,377,74,22,26.0,132,51,06,01,2013
786,06/01/2013,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,60,70,40,130,81,1046,96,25,68.0,175,44,06,01,2013
239,06/01/2013,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,40,70,50,110,43,864,62,12,52.0,104,22,06,01,2013
941,06/01/2013,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,100,160,110,260,111,767,167,36,137.0,276,63,06,01,2013
954,06/01/2013,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,110,150,100,260,118,636,164,36,145.0,279,55,06,01,2013
772,06/01/2013,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,100,150,40,250,110,665,154,100,35.0,262,120,06,01,2013
772,06/01/2013,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,80,120,80,200,91,533,121,30,87.0,210,54,06,01,2013
351,06/01/2013,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,10,30,20,40,18,478,26,5,14.0,44,15,06,01,2013
781,06/01/2013,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,30,50,20,80,51,396,64,19,17.0,114,48,06,01,2013
857,06/01/2013,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,20,40,30,60,24,856,36,6,26.0,59,16,06,01,2013
774,06/01/2013,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,50,560,530,610,54,-1006,595,17,755.0,643,45,06,01,2013
781,06/01/2013,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,40,60,10,100,44,543,67,40,-4.0,110,65,06,01,2013
413,06/01/2013,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,140,150,100,290,149,1245,149,41,115.0,295,61,06,01,2013
603,06/01/2013,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,602,43,0,44.0,43,10,06,01,2013
603,06/01/2013,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,40,10,60,36,236,46,13,0.0,81,43,06,01,2013
603,06/01/2013,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,20,40,30,60,23,843,35,6,23.0,57,17,06,01,2013
603,06/01/2013,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,50,80,50,130,56,302,82,17,57.0,137,38,06,01,2013
603,06/01/2013,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,50,90,60,140,62,436,94,20,58.0,155,48,06,01,2013
603,06/01/2013,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,40,80,20,120,52,313,73,47,-6.0,124,72,06,01,2013
603,06/01/2013,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,30,40,0,70,35,204,43,13,-4.0,77,43,06,01,2013
347,06/01/2013,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,90,150,120,240,94,562,136,26,137.0,228,34,06,01,2013
315,06/01/2013,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,200,320,220,520,271,1727,398,102,363.0,663,126,06,01,2013
914,06/01/2013,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,180,-30,-100,150,244,2636,-46,75,-197.0,196,90,06,01,2013
914,06/01/2013,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,130,190,150,320,123,947,178,34,184.0,298,42,06,01,2013
347,06/01/2013,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,110,180,140,290,113,897,163,31,167.0,274,39,06,01,2013
917,06/01/2013,East,Major Market,Colombian,Beans,Coffee,New York,Regular,340,500,350,840,356,2476,534,124,493.0,882,165,06,01,2013
845,06/01/2013,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,130,-60,-210,70,144,1979,-72,131,-326.0,71,153,06,01,2013
718,06/01/2013,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,240,420,340,660,260,1405,415,72,439.0,669,90,06,01,2013
337,06/01/2013,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,60,40,100,48,593,63,15,50.0,110,25,06,01,2013
318,06/01/2013,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,70,90,40,160,76,580,93,28,44.0,167,57,06,01,2013
225,06/01/2013,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,50,80,60,130,43,822,64,12,55.0,106,22,06,01,2013
225,06/01/2013,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,70,110,90,180,59,842,85,16,80.0,143,25,06,01,2013
225,06/01/2013,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,40,70,10,110,53,-267,75,48,-4.0,127,73,06,01,2013
337,06/01/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,40,60,40,100,47,371,78,14,57.0,124,34,06,01,2013
225,06/01/2013,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,50,30,80,40,443,59,12,32.0,98,33,06,01,2013
505,06/01/2013,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,20,30,20,50,23,843,35,6,25.0,57,16,06,01,2013
505,06/01/2013,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,30,30,10,60,32,996,38,9,11.0,69,28,06,01,2013
505,06/01/2013,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,70,120,80,190,62,436,94,20,59.0,155,47,06,01,2013
505,06/01/2013,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,140,30,-20,170,116,1142,25,35,-47.0,140,55,06,01,2013
505,06/01/2013,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,30,30,0,60,35,-180,43,13,-4.0,77,43,06,01,2013
505,06/01/2013,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,40,60,0,100,52,313,73,47,-4.0,124,71,06,01,2013
505,06/01/2013,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,50,20,80,41,239,55,13,19.0,95,38,06,01,2013
580,06/01/2013,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,80,30,130,59,377,74,22,26.0,132,51,06,01,2013
918,06/01/2013,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,100,150,40,250,110,665,154,100,35.0,262,120,06,01,2013
405,06/01/2013,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,50,70,50,120,43,597,56,14,40.0,98,25,06,01,2013
918,06/01/2013,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,30,40,30,70,24,856,36,6,26.0,59,16,06,01,2013
405,06/01/2013,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,100,140,100,240,118,-660,164,36,145.0,279,55,06,01,2013
918,06/01/2013,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,20,20,30,18,478,26,5,14.0,44,15,06,01,2013
918,06/01/2013,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,90,140,90,230,111,767,167,36,137.0,276,63,06,01,2013
903,06/01/2013,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,40,70,40,110,50,397,68,16,33.0,117,41,06,01,2013
979,06/01/2013,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,30,60,30,90,38,414,55,12,28.0,92,33,06,01,2013
469,06/01/2013,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,300,360,270,660,244,1213,288,75,265.0,527,89,06,01,2013
430,06/01/2013,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,100,130,100,230,83,574,107,27,94.0,188,36,06,01,2013
281,06/01/2013,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,40,70,40,110,54,-321,81,17,46.0,134,45,06,01,2013
432,06/01/2013,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,90,140,120,230,113,897,163,31,166.0,274,40,06,01,2013
409,06/01/2013,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,80,110,90,190,94,562,136,26,137.0,228,34,06,01,2013
435,06/01/2013,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,40,80,50,120,56,302,82,17,58.0,137,37,06,01,2013
801,06/01/2013,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,50,80,50,130,62,436,94,20,58.0,155,48,06,01,2013
435,06/01/2013,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,90,30,-10,120,116,1142,25,35,-46.0,140,54,06,01,2013
435,06/01/2013,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,30,50,0,80,52,313,73,47,-4.0,124,71,06,01,2013
435,06/01/2013,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,40,20,60,41,239,55,13,19.0,95,38,06,01,2013
435,06/01/2013,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,20,30,10,50,35,204,43,13,-4.0,77,43,06,01,2013
435,06/01/2013,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,30,50,40,80,36,828,53,10,43.0,88,20,06,01,2013
801,06/01/2013,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,40,60,40,100,48,593,63,15,48.0,110,26,06,01,2013
435,06/01/2013,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,30,50,40,80,37,876,55,10,47.0,91,20,06,01,2013
435,06/01/2013,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,80,90,60,170,65,1042,77,20,50.0,141,38,06,01,2013
435,06/01/2013,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,50,80,50,130,46,367,62,15,26.0,107,40,06,01,2013
435,06/01/2013,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,90,120,70,210,76,580,93,28,44.0,167,57,06,01,2013
949,06/01/2013,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,100,160,140,260,123,947,178,34,184.0,298,42,06,01,2013
415,06/01/2013,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,200,260,190,460,244,1213,288,75,265.0,527,89,06,01,2013
310,06/01/2013,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,70,90,60,160,83,574,107,27,92.0,188,37,06,01,2013
951,06/01/2013,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,70,110,90,180,113,897,163,31,166.0,274,40,06,01,2013
925,06/01/2013,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,60,90,80,150,94,562,136,26,135.0,228,35,06,01,2013
949,06/01/2013,West,Major Market,Green Tea,Leaves,Tea,California,Regular,30,60,30,90,54,641,81,17,44.0,134,46,06,01,2013
510,06/01/2013,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,240,260,180,500,260,1715,261,72,228.0,516,89,06,01,2013
650,06/01/2013,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,130,200,50,330,144,874,201,131,50.0,342,153,06,01,2013
661,06/01/2013,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,260,340,230,600,272,1616,362,89,331.0,628,113,06,01,2013
650,06/01/2013,West,Major Market,Amaretto,Beans,Coffee,California,Regular,170,-50,-110,120,141,1514,-45,45,-156.0,95,63,06,01,2013
530,06/01/2013,West,Major Market,Colombian,Beans,Coffee,California,Regular,440,670,500,1110,356,2476,534,124,493.0,882,165,06,01,2013
925,06/01/2013,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,250,-40,-140,210,200,2393,-31,66,-196.0,167,103,06,01,2013
775,06/01/2013,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,120,180,50,300,144,874,201,131,51.0,342,153,06,01,2013
702,06/01/2013,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,170,250,170,420,200,1095,278,66,229.0,474,104,06,01,2013
775,06/01/2013,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,120,180,130,300,141,764,204,45,188.0,342,63,06,01,2013
702,06/01/2013,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,170,260,190,430,272,1616,362,89,333.0,628,113,06,01,2013
775,06/01/2013,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,170,180,120,350,260,1715,261,72,228.0,516,89,06,01,2013
775,06/01/2013,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,170,-170,-250,0,271,4507,-271,102,-509.0,37,126,06,01,2013
775,06/01/2013,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,602,43,0,43.0,43,11,06,01,2013
702,06/01/2013,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,20,30,20,50,23,843,35,6,25.0,57,16,06,01,2013
775,06/01/2013,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,20,30,20,50,21,798,32,5,21.0,53,16,06,01,2013
